,neighbourhood_group,room_type,price,number_of_reviews,availability_365
19045,0,1,65,23,290
19046,1,2,110,10,277
19047,2,1,46,1,0
19048,0,1,40,28,54
19049,0,1,80,19,88
19050,1,2,249,1,0
19051,1,1,110,7,0
19052,2,1,48,6,158
19053,0,1,50,77,3
19054,0,2,135,68,247
19055,2,1,59,9,95
19056,1,1,149,24,0
19057,0,0,35,34,343
19058,0,2,85,33,356
19059,1,2,120,13,42
19060,1,2,894,0,280
19061,1,2,643,0,249
19062,1,1,180,205,90
19063,1,2,299,103,335
19064,0,1,60,1,341
19065,0,1,45,2,0
19066,0,1,50,49,90
19067,1,2,300,0,0
19068,0,2,151,13,188
19069,0,1,139,0,0
19070,1,2,160,102,118
19071,0,1,55,51,0
19072,1,1,120,21,82
19073,1,1,699,4,365
19074,0,1,65,2,364
19075,0,1,130,104,146
19076,0,1,70,15,0
19077,1,2,67,4,331
19078,0,2,130,73,330
19079,1,2,117,9,317
19080,0,2,98,4,0
19081,0,2,120,3,0
19082,0,1,75,72,56
19083,1,1,350,0,0
19084,0,1,60,25,52
19085,1,1,40,19,316
19086,0,1,125,0,0
19087,0,1,60,34,294
19088,0,1,100,0,0
19089,1,0,95,7,179
19090,1,2,124,1,0
19091,2,1,85,0,365
19092,0,1,90,1,0
19093,0,1,70,23,325
19094,3,2,150,23,336
19095,1,2,93,38,0
19096,2,1,80,5,188
19097,2,1,76,23,178
19098,0,2,113,6,365
19099,0,2,130,1,0
19100,1,2,160,6,168
19101,1,1,89,3,0
19102,0,1,50,2,0
19103,1,2,150,4,0
19104,0,2,125,11,87
19105,2,1,85,48,180
19106,0,1,45,4,0
19107,0,2,150,0,364
19108,0,2,170,94,78
19109,0,2,85,38,36
19110,1,2,462,3,299
19111,1,1,198,30,333
19112,1,2,198,16,263
19113,2,1,43,69,283
19114,2,1,65,3,179
19115,0,1,41,8,0
19116,1,1,89,1,0
19117,0,1,80,106,47
19118,1,1,110,0,0
19119,1,1,80,9,118
19120,2,1,75,87,57
19121,1,1,749,5,365
19122,1,1,799,3,365
19123,1,1,599,8,365
19124,0,1,75,18,311
19125,1,1,79,7,0
19126,1,1,699,3,365
19127,1,1,499,12,365
19128,0,2,175,71,162
19129,3,1,110,20,337
19130,1,1,189,0,0
19131,0,1,50,54,86
19132,0,1,50,15,211
19133,1,2,150,38,29
19134,0,1,50,5,0
19135,1,1,799,2,365
19136,1,1,499,7,365
19137,1,2,189,136,30
19138,1,1,649,13,365
19139,1,1,799,3,365
19140,1,2,275,5,0
19141,1,1,100,45,83
19142,1,2,70,14,50
19143,1,1,35,0,0
19144,0,2,95,81,193
19145,1,2,140,137,154
19146,1,1,75,318,51
19147,1,1,302,0,179
19148,1,1,65,42,10
19149,1,2,399,0,365
19150,1,2,321,0,365
19151,1,2,499,0,146
19152,1,2,534,0,365
19153,1,2,748,0,365
19154,1,2,748,0,185
19155,1,1,33,5,44
19156,0,2,350,19,179
19157,1,2,534,0,316
19158,1,2,300,0,364
19159,1,2,748,0,333
19160,1,2,748,0,364
19161,1,2,200,9,139
19162,1,2,214,15,17
19163,0,1,40,21,185
19164,0,1,39,104,174
19165,1,1,75,54,271
19166,1,1,100,12,0
19167,1,1,49,56,326
19168,0,2,185,109,269
19169,0,1,100,9,0
19170,0,2,130,8,0
19171,1,2,375,16,110
19172,1,1,69,1,359
19173,0,1,125,27,136
19174,0,1,85,31,279
19175,1,1,59,49,203
19176,1,2,110,2,0
19177,0,2,250,6,0
19178,1,2,175,10,0
19179,0,1,99,38,89
19180,1,2,175,20,0
19181,0,1,38,5,0
19182,4,1,77,9,0
19183,1,2,850,32,262
19184,0,1,90,0,0
19185,1,2,128,5,0
19186,2,2,49,434,102
19187,1,2,305,0,124
19188,0,2,83,1,0
19189,0,1,80,3,0
19190,0,2,400,118,265
19191,1,2,450,12,165
19192,0,1,80,2,0
19193,1,1,82,88,14
19194,4,1,68,6,87
19195,1,2,200,62,49
19196,0,2,75,109,232
19197,1,1,120,18,0
19198,1,2,125,9,0
19199,1,1,39,0,173
19200,1,2,350,0,0
19201,2,2,110,9,8
19202,0,2,349,5,0
19203,1,1,85,5,0
19204,0,1,66,3,0
19205,2,1,75,45,8
19206,0,2,144,32,0
19207,1,2,550,2,88
19208,1,1,110,5,0
19209,0,1,51,45,351
19210,1,1,118,2,0
19211,3,1,70,60,336
19212,1,1,118,3,0
19213,1,2,250,0,364
19214,1,1,118,0,0
19215,0,2,135,22,5
19216,1,1,252,3,324
19217,1,2,300,23,364
19218,2,1,49,108,20
19219,4,1,40,65,328
19220,0,1,65,1,0
19221,0,2,160,1,0
19222,0,1,65,0,0
19223,1,1,60,60,60
19224,4,1,35,114,0
19225,0,1,125,15,288
19226,0,2,105,7,189
19227,0,2,150,4,0
19228,1,1,73,13,38
19229,0,1,95,3,189
19230,0,1,75,13,311
19231,1,2,120,8,0
19232,1,2,199,0,226
19233,1,2,199,1,0
19234,2,1,60,3,0
19235,0,1,88,82,67
19236,1,2,1000,17,365
19237,1,2,179,3,0
19238,1,2,120,4,0
19239,2,1,50,218,153
19240,1,1,110,3,0
19241,0,2,390,131,321
19242,1,1,269,8,365
19243,0,1,60,0,0
19244,1,1,65,20,365
19245,1,2,150,12,32
19246,0,1,45,7,0
19247,2,1,105,10,70
19248,2,1,55,71,365
19249,2,2,105,92,316
19250,2,1,399,0,241
19251,0,1,75,65,335
19252,0,1,38,11,0
19253,4,1,50,22,342
19254,0,1,70,15,292
19255,2,1,85,42,364
19256,2,1,70,76,76
19257,1,1,85,8,89
19258,0,2,180,7,54
19259,1,2,600,16,96
19260,1,1,75,11,14
19261,0,1,200,0,88
19262,2,1,47,2,56
19263,0,2,300,6,16
19264,2,2,150,20,76
19265,1,2,225,51,9
19266,2,2,149,5,66
19267,1,1,100,154,233
19268,0,2,425,0,344
19269,4,1,59,13,340
19270,1,2,2000,4,365
19271,0,1,77,10,315
19272,2,2,129,0,0
19273,1,2,245,44,0
19274,1,1,50,7,155
19275,1,1,120,5,0
19276,1,1,55,1,0
19277,0,1,110,102,267
19278,0,1,150,10,0
19279,0,1,71,20,0
19280,1,2,300,7,0
19281,1,2,90,4,58
19282,0,1,65,3,0
19283,0,2,408,88,267
19284,1,1,78,73,1
19285,0,2,95,48,338
19286,1,1,99,31,123
19287,1,1,77,93,115
19288,1,2,120,4,7
19289,0,2,125,93,13
19290,1,1,90,3,0
19291,0,1,86,53,324
19292,2,1,99,47,176
19293,1,1,115,72,275
19294,0,1,32,1,0
19295,1,2,130,0,185
19296,1,1,100,3,0
19297,0,1,45,0,0
19298,0,2,95,20,141
19299,1,2,183,173,271
19300,0,2,150,110,152
19301,0,1,75,2,0
19302,0,2,150,77,258
19303,1,1,90,0,0
19304,1,1,1500,1,188
19305,0,2,500,5,106
19306,1,2,100,73,0
19307,2,1,70,29,8
19308,1,1,99,11,0
19309,0,2,80,5,0
19310,0,1,79,16,173
19311,1,1,80,7,0
19312,1,2,200,102,101
19313,0,2,100,92,4
19314,1,2,200,28,66
19315,1,1,95,4,0
19316,0,2,135,19,35
19317,1,2,198,0,364
19318,1,1,85,135,8
19319,2,1,90,0,365
19320,1,2,275,32,41
19321,0,1,80,181,52
19322,1,1,108,1,0
19323,1,1,110,94,26
19324,2,1,95,56,50
19325,0,1,95,24,5
19326,0,2,160,129,220
19327,1,1,50,28,0
19328,0,1,45,14,364
19329,1,1,200,0,89
19330,0,1,101,91,12
19331,1,2,174,12,0
19332,0,1,90,2,341
19333,0,1,65,69,60
19334,2,2,94,96,48
19335,0,1,39,66,62
19336,0,1,39,18,1
19337,1,1,65,113,266
19338,1,1,100,18,0
19339,0,2,100,24,2
19340,1,1,100,13,0
19341,2,1,29,73,0
19342,0,2,150,4,93
19343,0,1,110,3,2
19344,2,2,80,1,0
19345,1,1,200,0,0
19346,2,1,37,30,48
19347,0,2,175,129,206
19348,1,2,375,40,285
19349,1,2,249,18,0
19350,1,1,80,15,0
19351,0,1,90,52,52
19352,0,1,90,1,0
19353,0,2,250,119,230
19354,1,2,290,0,0
19355,1,2,180,134,70
19356,0,2,95,7,0
19357,1,1,205,23,363
19358,0,1,87,11,361
19359,1,2,379,0,185
19360,1,1,69,126,163
19361,1,2,125,1,0
19362,2,0,30,4,206
19363,0,2,150,61,0
19364,1,1,98,42,126
19365,1,1,130,123,59
19366,2,2,122,32,84
19367,0,0,40,48,17
19368,0,1,29,3,206
19369,4,2,100,170,83
19370,0,1,90,1,0
19371,2,1,99,4,0
19372,0,2,350,0,364
19373,1,1,49,55,26
19374,1,1,80,17,129
19375,4,1,60,2,363
19376,3,1,79,21,355
19377,1,2,145,101,0
19378,0,2,90,0,0
19379,0,2,138,74,83
19380,1,1,90,87,242
19381,0,2,95,5,186
19382,1,0,65,23,0
19383,0,2,90,7,0
19384,0,2,130,34,147
19385,0,1,70,48,72
19386,0,2,115,0,0
19387,0,1,100,7,0
19388,0,0,40,24,89
19389,2,1,33,20,86
19390,2,1,39,64,0
19391,1,2,120,0,0
19392,1,1,75,19,358
19393,2,2,125,0,365
19394,0,2,140,0,168
19395,0,2,70,72,146
19396,0,2,250,16,3
19397,0,1,65,194,0
19398,0,1,40,19,0
19399,0,1,50,186,0
19400,2,2,78,5,0
19401,0,1,50,171,0
19402,2,1,72,9,365
19403,2,1,108,36,356
19404,2,1,108,6,29
19405,0,2,170,21,8
19406,0,2,125,118,68
19407,1,2,149,88,76
19408,0,2,125,12,0
19409,0,2,70,86,192
19410,1,2,120,13,0
19411,0,1,149,4,0
19412,0,1,90,0,0
19413,1,1,150,74,112
19414,1,1,250,8,0
19415,1,2,375,3,296
19416,1,2,95,12,338
19417,1,2,129,2,326
19418,0,1,80,6,0
19419,0,1,45,45,77
19420,1,1,53,2,249
19421,1,2,125,8,342
19422,1,2,534,0,365
19423,0,1,65,3,0
19424,1,2,534,0,365
19425,1,2,534,0,365
19426,1,2,534,0,365
19427,1,2,534,0,365
19428,1,1,99,2,35
19429,1,2,748,0,365
19430,1,2,748,1,365
19431,0,1,45,109,131
19432,1,2,190,83,104
19433,2,2,80,202,143
19434,2,2,125,0,0
19435,1,2,748,0,365
19436,0,2,99,4,365
19437,1,2,229,9,137
19438,0,2,55,91,215
19439,1,1,189,4,365
19440,0,2,449,78,347
19441,1,2,202,3,327
19442,1,2,250,41,147
19443,1,1,85,0,0
19444,1,1,52,16,0
19445,4,2,120,26,260
19446,1,1,90,61,0
19447,0,1,74,16,131
19448,1,2,75,9,0
19449,0,1,70,0,157
19450,0,2,147,85,0
19451,0,1,50,3,0
19452,1,2,250,1,0
19453,1,1,40,3,0
19454,1,2,200,41,1
19455,0,1,80,116,133
19456,0,1,100,0,0
19457,1,0,65,8,0
19458,0,1,70,30,297
19459,0,2,150,100,0
19460,1,2,135,21,0
19461,2,1,51,100,296
19462,1,2,335,59,263
19463,0,2,198,43,241
19464,1,1,120,3,0
19465,0,1,39,26,101
19466,1,1,51,0,0
19467,2,2,87,36,0
19468,0,2,145,142,218
19469,3,1,80,7,358
19470,0,1,90,2,0
19471,0,2,125,29,347
19472,0,1,75,5,145
19473,1,2,140,43,0
19474,0,1,2000,1,0
19475,2,1,75,1,173
19476,1,2,150,6,267
19477,0,2,90,0,0
19478,0,1,61,181,0
19479,0,2,160,97,68
19480,0,1,69,7,0
19481,0,1,199,20,0
19482,0,2,95,13,0
19483,0,1,120,1,179
19484,1,2,200,58,152
19485,0,2,190,18,5
19486,1,1,65,1,0
19487,0,2,160,68,48
19488,1,2,235,75,151
19489,2,1,35,5,0
19490,0,1,65,18,0
19491,1,2,180,0,0
19492,2,1,55,20,2
19493,0,1,50,2,0
19494,1,2,100,1,0
19495,1,2,195,2,351
19496,0,2,100,86,25
19497,0,2,185,2,0
19498,0,2,135,12,0
19499,1,2,175,27,63
19500,0,2,345,13,9
19501,0,2,275,102,276
19502,1,1,230,4,87
19503,0,1,85,26,221
19504,0,2,130,10,89
19505,2,2,79,43,105
19506,1,1,110,1,0
19507,2,1,63,63,363
19508,4,1,35,117,34
19509,0,1,100,131,126
19510,1,1,120,107,83
19511,2,1,159,0,179
19512,0,2,90,53,201
19513,1,2,350,2,0
19514,0,2,140,14,234
19515,1,1,90,10,20
19516,1,2,487,0,364
19517,0,2,110,11,0
19518,1,2,300,0,364
19519,0,1,40,2,0
19520,0,2,200,3,0
19521,2,1,60,5,158
19522,0,2,155,44,98
19523,0,1,75,1,0
19524,2,1,47,63,0
19525,0,2,139,151,284
19526,0,1,39,33,146
19527,0,1,79,74,45
19528,0,1,95,76,163
19529,0,2,93,209,86
19530,0,1,71,12,0
19531,0,2,88,19,0
19532,0,1,55,39,247
19533,1,2,115,5,0
19534,0,2,75,25,6
19535,1,2,135,7,99
19536,1,2,209,157,16
19537,1,2,185,145,215
19538,0,1,40,0,0
19539,0,1,48,3,136
19540,1,2,154,0,342
19541,1,1,78,87,44
19542,1,2,163,0,364
19543,1,2,129,76,74
19544,0,2,126,188,295
19545,0,2,229,8,0
19546,1,1,110,7,0
19547,1,2,170,3,0
19548,2,1,55,104,53
19549,0,1,40,0,5
19550,0,2,200,9,166
19551,1,1,125,0,0
19552,1,2,140,1,0
19553,1,2,144,0,90
19554,1,2,210,202,211
19555,2,1,65,16,0
19556,1,2,186,109,77
19557,0,2,100,54,0
19558,0,2,250,3,35
19559,0,1,89,1,0
19560,1,1,60,0,0
19561,0,2,200,0,0
19562,1,2,180,9,0
19563,2,1,50,82,215
19564,0,2,160,12,0
19565,4,2,75,37,26
19566,1,2,145,5,177
19567,0,2,119,152,14
19568,2,1,49,12,0
19569,0,2,300,2,310
19570,1,1,140,66,44
19571,0,2,98,0,0
19572,0,2,199,116,230
19573,0,2,125,91,78
19574,1,2,95,0,297
19575,2,2,95,7,345
19576,0,1,60,92,0
19577,1,2,249,55,1
19578,0,2,160,2,0
19579,1,2,175,22,12
19580,1,1,40,59,39
19581,0,1,115,0,0
19582,0,2,79,48,0
19583,1,2,236,23,0
19584,1,1,120,1,0
19585,0,2,120,117,232
19586,0,1,54,132,70
19587,2,1,56,9,80
19588,1,1,60,8,0
19589,0,1,90,73,338
19590,0,2,260,1,88
19591,1,2,125,8,0
19592,2,1,65,5,66
19593,0,2,120,6,164
19594,0,1,55,3,0
19595,0,2,130,7,0
19596,2,1,96,73,343
19597,0,1,109,228,326
19598,0,1,99,220,352
19599,0,1,55,4,0
19600,1,2,300,59,73
19601,1,2,220,0,0
19602,1,1,155,1,0
19603,1,2,133,23,5
19604,0,2,180,5,0
19605,0,2,135,9,0
19606,1,1,179,4,337
19607,1,2,100,2,0
19608,1,1,100,17,4
19609,0,1,45,2,250
19610,1,2,250,12,3
19611,1,2,180,0,320
19612,0,1,350,19,244
19613,1,1,95,22,0
19614,1,2,218,60,305
19615,0,2,176,80,197
19616,1,1,89,3,0
19617,1,2,160,90,147
19618,0,1,89,2,0
19619,4,2,79,18,5
19620,1,1,70,62,73
19621,0,2,100,0,0
19622,0,2,150,3,179
19623,0,1,63,9,342
19624,0,1,63,20,0
19625,2,1,55,5,0
19626,0,1,90,3,0
19627,0,2,164,1,0
19628,2,1,40,117,300
19629,0,2,250,2,0
19630,1,1,95,45,272
19631,1,1,90,61,246
19632,0,1,111,74,156
19633,0,2,120,56,85
19634,0,2,95,20,14
19635,1,2,175,5,0
19636,1,2,100,17,11
19637,0,2,100,11,298
19638,0,1,49,17,0
19639,0,2,116,213,314
19640,1,2,265,2,0
19641,1,1,333,40,62
19642,1,1,100,20,188
19643,2,2,320,0,180
19644,1,2,155,1,309
19645,0,1,65,3,35
19646,2,1,149,0,90
19647,1,1,125,59,110
19648,0,1,70,12,188
19649,0,1,59,195,40
19650,0,1,89,2,281
19651,0,1,59,171,57
19652,1,2,150,2,0
19653,1,1,369,8,365
19654,0,1,55,1,0
19655,1,1,150,0,0
19656,0,1,45,4,0
19657,2,1,55,4,349
19658,2,1,55,12,355
19659,1,2,196,6,268
19660,0,1,69,96,36
19661,1,1,65,49,46
19662,1,1,100,16,66
19663,1,1,92,140,152
19664,0,2,365,77,112
19665,0,2,136,8,0
19666,1,2,300,4,16
19667,0,2,175,6,18
19668,4,1,80,77,365
19669,0,2,90,1,210
19670,0,2,150,13,220
19671,1,1,119,117,365
19672,2,1,75,0,0
19673,1,1,99,0,0
19674,0,2,450,15,60
19675,0,2,200,1,0
19676,0,2,99,96,0
19677,1,2,270,3,0
19678,1,2,190,4,331
19679,1,2,205,1,365
19680,0,1,39,38,192
19681,1,2,499,69,280
19682,1,2,275,2,365
19683,0,1,80,29,34
19684,1,2,1500,4,365
19685,0,1,105,146,62
19686,1,2,275,0,0
19687,0,2,150,11,0
19688,0,1,70,117,35
19689,1,2,150,1,0
19690,0,2,146,98,79
19691,1,1,99,90,92
19692,0,2,125,1,0
19693,0,1,125,89,310
19694,0,2,182,83,254
19695,0,1,55,16,311
19696,0,2,255,16,33
19697,1,2,160,17,281
19698,1,2,160,16,345
19699,1,1,75,2,0
19700,0,2,125,6,55
19701,0,1,60,0,0
19702,0,1,80,1,350
19703,1,2,125,59,88
19704,0,1,54,166,0
19705,0,2,170,149,1
19706,2,2,115,143,3
19707,0,1,65,7,0
19708,1,1,50,1,0
19709,0,1,44,0,0
19710,1,2,229,3,364
19711,1,2,375,0,283
19712,0,2,139,216,257
19713,0,1,300,8,80
19714,0,2,85,5,0
19715,2,1,139,3,365
19716,0,2,83,7,311
19717,0,1,50,0,89
19718,0,1,49,153,0
19719,1,2,120,46,40
19720,0,1,79,167,21
19721,2,1,60,6,96
19722,1,1,175,6,180
19723,1,1,75,1,157
19724,2,1,50,13,0
19725,1,1,80,111,42
19726,1,1,110,1,87
19727,0,1,130,0,0
19728,1,1,67,14,7
19729,3,2,70,83,291
19730,2,1,70,52,0
19731,0,2,153,64,277
19732,0,2,350,22,21
19733,0,1,500,0,89
19734,0,2,90,1,50
19735,1,2,178,22,0
19736,1,1,60,0,0
19737,1,2,369,1,345
19738,2,1,40,7,0
19739,0,2,160,127,270
19740,0,1,95,0,0
19741,1,1,86,0,0
19742,0,1,200,0,0
19743,0,1,99,5,364
19744,2,1,65,0,0
19745,2,1,45,22,266
19746,0,0,28,117,118
19747,1,2,159,39,351
19748,0,2,250,40,70
19749,1,1,85,37,6
19750,1,2,160,73,229
19751,0,1,50,0,0
19752,0,1,49,74,53
19753,1,1,69,153,125
19754,0,2,200,2,15
19755,0,1,62,6,0
19756,1,2,400,17,364
19757,0,1,80,53,0
19758,2,2,105,4,1
19759,0,2,87,9,0
19760,0,2,99,126,46
19761,2,1,20,0,89
19762,0,2,109,91,212
19763,1,1,75,8,0
19764,1,2,175,11,88
19765,1,2,289,4,0
19766,0,2,209,23,11
19767,0,2,75,84,322
19768,0,1,35,106,349
19769,1,2,117,1,311
19770,0,2,80,127,7
19771,1,2,250,1,52
19772,1,1,50,4,365
19773,0,1,70,19,19
19774,0,2,150,19,0
19775,1,2,145,2,0
19776,1,2,221,3,0
19777,0,2,142,122,80
19778,3,2,65,52,40
19779,2,2,110,67,191
19780,1,1,80,10,7
19781,0,1,35,44,325
19782,1,2,150,36,5
19783,1,1,40,0,0
19784,0,2,150,17,102
19785,0,1,47,7,0
19786,2,2,85,68,0
19787,0,2,100,87,77
19788,2,1,40,43,59
19789,0,2,85,1,0
19790,2,2,99,171,1
19791,4,2,105,54,278
19792,0,1,33,119,277
19793,0,1,50,72,293
19794,1,2,295,15,0
19795,0,1,72,154,215
19796,1,2,300,58,36
19797,0,1,48,24,304
19798,2,1,55,94,0
19799,0,1,100,90,0
19800,0,2,180,5,18
19801,0,2,300,34,180
19802,1,2,2000,3,364
19803,1,2,1020,12,365
19804,0,1,53,59,188
19805,0,2,160,1,290
19806,1,1,143,8,365
19807,1,1,164,141,209
19808,1,1,164,143,221
19809,0,1,48,74,20
19810,1,0,65,0,0
19811,1,1,70,209,203
19812,2,2,159,25,299
19813,0,1,89,26,0
19814,2,2,100,131,8
19815,1,1,60,27,0
19816,0,1,42,13,364
19817,0,1,57,17,307
19818,0,1,43,1,0
19819,1,1,99,81,88
19820,0,1,105,38,0
19821,1,2,140,0,0
19822,1,1,65,3,179
19823,1,2,125,6,323
19824,1,2,265,16,16
19825,1,1,100,1,0
19826,0,1,38,1,0
19827,2,1,88,7,0
19828,1,1,60,41,98
19829,0,2,159,32,0
19830,1,1,65,42,0
19831,0,1,700,1,87
19832,1,2,150,1,0
19833,0,1,50,4,0
19834,0,1,70,1,0
19835,0,1,225,4,0
19836,1,1,61,25,20
19837,2,1,120,31,352
19838,0,1,110,0,0
19839,0,2,63,54,344
19840,0,1,65,72,179
19841,0,0,25,64,0
19842,2,2,143,4,7
19843,1,2,197,47,13
19844,0,1,89,86,173
19845,0,2,158,61,264
19846,1,2,125,12,0
19847,1,2,250,6,0
19848,1,1,119,117,207
19849,1,1,128,71,171
19850,0,2,169,44,64
19851,1,1,115,61,137
19852,2,1,70,19,172
19853,1,1,115,2,88
19854,1,1,100,6,0
19855,0,1,50,91,262
19856,1,2,200,3,0
19857,1,2,220,8,0
19858,1,1,45,30,0
19859,1,2,203,13,0
19860,1,2,180,95,87
19861,4,1,40,1,0
19862,0,1,42,0,0
19863,0,2,130,107,81
19864,1,2,190,5,0
19865,0,1,58,6,0
19866,0,2,150,1,0
19867,4,1,55,0,64
19868,1,2,180,46,0
19869,0,2,250,53,2
19870,0,2,150,14,0
19871,1,2,125,11,342
19872,0,1,49,7,37
19873,0,1,40,96,78
19874,2,1,40,91,162
19875,1,2,130,32,39
19876,0,1,900,3,83
19877,1,1,85,48,44
19878,1,1,110,8,0
19879,1,1,119,8,76
19880,1,1,60,23,97
19881,1,2,110,26,0
19882,0,1,200,0,89
19883,0,1,50,77,107
19884,0,2,110,48,0
19885,1,2,180,146,259
19886,2,1,75,7,197
19887,2,2,105,12,335
19888,2,2,105,21,352
19889,1,2,300,19,179
19890,0,1,60,72,7
19891,2,2,100,78,201
19892,2,1,120,77,361
19893,0,1,35,0,0
19894,0,1,45,45,361
19895,1,2,255,65,5
19896,0,1,40,41,352
19897,0,1,42,0,0
19898,1,2,240,1,211
19899,3,2,100,2,36
19900,0,2,110,88,248
19901,0,2,185,104,262
19902,1,2,147,42,4
19903,0,1,65,4,0
19904,1,2,200,22,11
19905,0,2,950,19,323
19906,0,2,275,0,0
19907,0,1,200,11,83
19908,1,2,100,3,0
19909,1,2,350,0,0
19910,2,1,45,36,52
19911,2,1,75,122,0
19912,0,0,60,0,0
19913,0,1,40,7,318
19914,2,2,74,21,0
19915,0,2,100,5,0
19916,0,2,95,73,131
19917,2,1,59,8,73
19918,0,2,180,75,237
19919,1,1,50,0,0
19920,1,2,160,9,0
19921,0,2,139,2,0
19922,0,0,19,76,120
19923,1,2,375,14,335
19924,1,2,135,45,0
19925,1,2,175,0,0
19926,0,2,169,78,84
19927,2,1,56,0,0
19928,1,2,200,2,0
19929,0,2,115,3,0
19930,0,2,45,1,0
19931,1,2,400,12,26
19932,2,1,65,47,365
19933,0,1,39,2,0
19934,1,1,80,3,339
19935,1,1,85,97,14
19936,1,1,150,11,0
19937,1,1,75,0,0
19938,2,1,120,1,351
19939,2,2,100,4,157
19940,1,1,75,18,62
19941,0,1,91,13,85
19942,1,1,150,2,0
19943,0,1,46,26,0
19944,0,1,65,10,12
19945,1,2,500,5,362
19946,0,1,45,158,201
19947,0,1,50,0,0
19948,0,2,155,122,59
19949,0,2,149,8,0
19950,0,1,60,5,0
19951,1,1,42,3,53
19952,1,1,198,23,329
19953,1,1,45,6,164
19954,0,2,130,3,13
19955,0,1,44,38,45
19956,1,2,250,3,4
19957,1,1,50,5,151
19958,0,2,195,39,62
19959,1,1,45,7,175
19960,0,1,37,4,0
19961,1,1,78,46,341
19962,1,2,80,4,0
19963,1,2,200,0,0
19964,1,1,78,7,365
19965,1,1,35,4,0
19966,2,1,52,0,0
19967,0,2,150,0,364
19968,0,1,33,1,0
19969,1,2,129,1,0
19970,3,1,49,17,0
19971,1,1,103,2,0
19972,1,2,150,85,194
19973,0,1,41,9,0
19974,1,1,76,4,0
19975,0,2,120,9,298
19976,1,2,167,3,0
19977,2,2,95,20,0
19978,0,1,35,148,169
19979,1,0,99,8,365
19980,1,2,150,81,63
19981,1,1,65,2,0
19982,0,2,150,3,0
19983,2,2,76,9,0
19984,1,2,198,31,322
19985,0,1,35,0,0
19986,2,2,110,6,0
19987,0,2,300,0,0
19988,1,2,125,0,0
19989,0,2,225,0,0
19990,1,2,265,10,3
19991,1,2,110,2,0
19992,0,1,70,106,53
19993,0,2,220,1,0
19994,0,2,80,6,0
19995,1,1,55,12,4
19996,1,2,115,4,35
19997,1,2,265,113,297
19998,1,2,228,16,103
19999,0,1,50,2,0
20000,1,2,280,53,12
20001,2,1,75,9,7
20002,0,2,120,1,0
20003,1,2,250,2,0
20004,1,1,350,0,0
20005,2,1,70,1,0
20006,1,2,135,113,86
20007,1,1,110,188,158
20008,0,2,149,120,329
20009,0,0,22,20,160
20010,0,1,49,18,90
20011,1,1,899,2,365
20012,1,1,40,4,0
20013,0,2,70,62,40
20014,0,2,340,12,63
20015,0,2,75,14,93
20016,2,2,53,0,66
20017,1,1,90,6,0
20018,2,1,105,0,0
20019,0,1,49,85,35
20020,2,1,95,62,118
20021,1,2,155,9,0
20022,0,0,40,17,0
20023,0,1,47,5,4
20024,1,2,190,0,180
20025,1,2,700,15,302
20026,1,1,109,3,0
20027,1,2,198,27,246
20028,1,2,149,8,0
20029,2,2,101,9,0
20030,1,2,150,1,0
20031,1,2,135,3,0
20032,1,2,220,0,0
20033,1,1,80,19,0
20034,0,2,84,88,155
20035,2,2,99,13,365
20036,1,1,100,2,0
20037,0,0,50,23,364
20038,1,2,175,4,160
20039,0,1,60,1,0
20040,0,2,170,2,64
20041,0,2,170,213,37
20042,0,2,75,3,0
20043,0,1,75,0,0
20044,1,2,130,3,0
20045,1,1,88,3,0
20046,1,1,110,16,0
20047,1,1,200,3,90
20048,0,1,60,0,0
20049,1,2,100,39,12
20050,1,2,190,23,27
20051,2,2,86,78,149
20052,0,1,75,3,0
20053,4,1,55,0,364
20054,0,2,145,4,0
20055,4,1,75,3,365
20056,0,1,200,3,189
20057,0,2,86,2,0
20058,1,2,160,41,273
20059,0,1,59,11,0
20060,1,2,280,1,0
20061,1,2,89,14,4
20062,0,1,55,0,0
20063,0,2,100,8,6
20064,0,2,75,5,0
20065,0,2,100,1,0
20066,1,1,95,1,0
20067,0,1,50,7,249
20068,1,2,599,3,54
20069,2,1,44,8,3
20070,1,1,80,3,79
20071,1,1,65,7,0
20072,0,2,98,27,168
20073,1,2,131,15,11
20074,2,1,69,0,0
20075,0,1,70,17,0
20076,0,1,35,2,0
20077,0,2,200,2,310
20078,3,1,34,51,316
20079,2,2,100,48,167
20080,0,1,85,30,90
20081,1,2,120,9,0
20082,2,1,37,10,363
20083,0,1,34,94,70
20084,1,2,175,1,126
20085,0,2,150,13,0
20086,2,1,48,54,113
20087,0,1,73,10,121
20088,1,1,85,14,0
20089,0,1,69,32,292
20090,1,2,170,36,36
20091,0,1,66,24,324
20092,1,2,200,1,0
20093,1,1,799,1,365
20094,1,1,1599,2,365
20095,3,1,34,39,347
20096,0,1,225,0,90
20097,1,1,69,47,217
20098,0,2,73,4,0
20099,0,1,125,0,15
20100,1,2,150,3,25
20101,3,1,33,18,322
20102,3,1,32,30,342
20103,3,1,35,10,323
20104,1,1,649,1,365
20105,3,1,32,23,312
20106,2,1,85,57,306
20107,1,1,699,1,365
20108,1,1,799,1,365
20109,0,2,290,3,0
20110,0,2,145,43,5
20111,1,2,199,53,0
20112,1,2,200,31,291
20113,1,2,181,158,173
20114,0,1,75,1,0
20115,0,2,130,1,0
20116,2,2,125,16,157
20117,1,2,300,0,0
20118,1,2,250,10,0
